id,A change op,B change op,C change op,D change op,Target graph layers,State graph layers,Schedule stages,Schedule duration,Schedule trans. red. duration,Check NOT UNSTABLE result,Check NOT UNSTABLE duration,Check global STABLE result,Check global STABLE duration,Check deps STABLE result,Check deps STABLE duration,Check Static #Estables,Check Static duration,
1579,NOOP,CREATE_DELETE,NOOP,UPDATE,[A -> B|C -> D],[A -> B|C -> D],[1; 1; 1],0,0,TRUE,0.022,TRUE,0.021,0,0.024,0,0,
1834,NOOP,CREATE_DELETE,NOOP,UPDATE,[A|B -> C -> D],[A|B -> C -> D],[2; 1],0,0,TRUE,0.034,TRUE,0.034,0,0.052,0,0,
2089,NOOP,CREATE_DELETE,NOOP,UPDATE,[A|B -> C|D],[A|B -> C|D],[1; 1; 1],0,0,TRUE,0.022,TRUE,0.022,0,0.023,0,0,
2344,NOOP,CREATE_DELETE,NOOP,UPDATE,[A|B -> C -> D],[A|B -> C -> D],[1; 1; 1],0,0,TRUE,0.021,TRUE,0.023,0,0.027,0,0,
2599,NOOP,CREATE_DELETE,NOOP,UPDATE,[A|B -> C|D],[A|B -> C|D],[1; 1; 1],0,0,TRUE,0.021,TRUE,0.02,0,0.023,0,0,
2854,NOOP,CREATE_DELETE,NOOP,UPDATE,[A -> B|C -> D],[A -> B|C -> D],[1; 1; 1],0,0,TRUE,0.022,TRUE,0.021,0,0.023,0,0,
304,NOOP,CREATE_DELETE,NOOP,UPDATE,[A|B -> C|D],[A|B -> C|D],[2; 1],0,0,TRUE,0.026,TRUE,0.027,0,0.029,0,0,
3109,NOOP,CREATE_DELETE,NOOP,UPDATE,[A|B -> C|D],[A|B -> C|D],[2; 1],0,0,TRUE,0.028,TRUE,0.027,0,0.034,0,0,
3364,NOOP,CREATE_DELETE,NOOP,UPDATE,[A|B -> C -> D],[A|B -> C -> D],[2; 1],0,0,TRUE,0.033,TRUE,0.034,0,0.051,0,0,
3619,NOOP,CREATE_DELETE,NOOP,UPDATE,[A|B -> C|D],[A|B -> C|D],[1; 1; 1],0,0,TRUE,0.021,TRUE,0.021,0,0.026,0,0,
3874,NOOP,CREATE_DELETE,NOOP,UPDATE,[A|B -> C -> D],[A|B -> C -> D],[1; 1; 1],0,0,TRUE,0.022,TRUE,0.022,0,0.027,0,0,
4129,NOOP,CREATE_DELETE,NOOP,UPDATE,[A|C -> B|D],[A|C -> B|D],[2; 1],0,0,TRUE,0.025,TRUE,0.028,0,0.027,0,0,
4384,NOOP,CREATE_DELETE,NOOP,UPDATE,[A -> B|C -> D],[A -> B|C -> D],[1; 1; 1],0,0,TRUE,0.021,TRUE,0.021,0,0.025,0,0,
4639,NOOP,CREATE_DELETE,NOOP,UPDATE,[A -> B -> C -> D],[A -> B -> C -> D],[2; 1],0,0,TRUE,0.039,TRUE,0.039,0,0.064,0,0,
4894,NOOP,CREATE_DELETE,NOOP,UPDATE,[A -> B -> C|D],[A -> B -> C|D],[1; 1; 1],0,0,TRUE,0.023,TRUE,0.025,0,0.029,0,0,
49,NOOP,CREATE_DELETE,NOOP,UPDATE,[A|B|C -> D],[A|B|C -> D],[1; 1; 1],0,0,TRUE,0.022,TRUE,0.021,0,0.023,0,0,
5149,NOOP,CREATE_DELETE,NOOP,UPDATE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1],0.004,0,TRUE,0.022,TRUE,0.022,0,0.03,0,0,
5404,NOOP,CREATE_DELETE,NOOP,UPDATE,[A|C -> B|D],[A|C -> B|D],[2; 1],0.004,0,TRUE,0.026,TRUE,0.025,0,0.033,0,0,
559,NOOP,CREATE_DELETE,NOOP,UPDATE,[B -> A|C -> D],[B -> A|C -> D],[2; 1],0,0,TRUE,0.029,TRUE,0.031,0,0.041,0,0,
5659,NOOP,CREATE_DELETE,NOOP,UPDATE,[A -> B|C -> D],[A -> B|C -> D],[1; 1; 1],0,0,TRUE,0.024,TRUE,0.02,0,0.025,0,0,
5914,NOOP,CREATE_DELETE,NOOP,UPDATE,[A -> B -> C|D],[A -> B -> C|D],[2; 1],0.004,0,TRUE,0.031,TRUE,0.031,0,0.046,0,0,
6169,NOOP,CREATE_DELETE,NOOP,UPDATE,[A -> B -> C -> D],[A -> B -> C -> D],[2; 1],0,0,TRUE,0.038,TRUE,0.039,0,0.068,0,0,
6424,NOOP,CREATE_DELETE,NOOP,UPDATE,[A -> B -> C|D],[A -> B -> C|D],[1; 1; 1],0.004,0,TRUE,0.022,TRUE,0.023,0,0.027,0,0,
6679,NOOP,CREATE_DELETE,NOOP,UPDATE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1],0.004,0,TRUE,0.023,TRUE,0.024,0,0.03,0,0,
6934,NOOP,CREATE_DELETE,NOOP,UPDATE,[A -> C -> B|D],[A -> C -> B|D],[2; 1],0,0,TRUE,0.029,TRUE,0.029,0,0.04,0,0,
7189,NOOP,CREATE_DELETE,NOOP,UPDATE,[A -> B -> C|D],[A -> B -> C|D],[1; 1; 1],0,0,TRUE,0.021,TRUE,0.021,0,0.024,0,0,
7444,NOOP,CREATE_DELETE,NOOP,UPDATE,[A -> B|C -> D],[A -> B|C -> D],[1; 1; 1],0,0,TRUE,0.021,TRUE,0.021,0,0.026,0,0,
7699,NOOP,CREATE_DELETE,NOOP,UPDATE,[A -> B -> C -> D],[A -> B -> C -> D],[2; 1],0,0,TRUE,0.038,TRUE,0.039,0,0.065,0,0,
7954,NOOP,CREATE_DELETE,NOOP,UPDATE,[A -> B -> C|D],[A -> B -> C|D],[1; 1; 1],0,0,TRUE,0.023,TRUE,0.021,0,0.03,0,0,
814,NOOP,CREATE_DELETE,NOOP,UPDATE,[A|B -> C|D],[A|B -> C|D],[1; 1; 1],0.004,0,TRUE,0.021,TRUE,0.021,0,0.023,0,0,
8209,NOOP,CREATE_DELETE,NOOP,UPDATE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1],0,0,TRUE,0.024,TRUE,0.025,0,0.028,0,0,
8464,NOOP,CREATE_DELETE,NOOP,UPDATE,[A -> B|C|D],[A -> B|C|D],[2; 1],0,0,TRUE,0.026,TRUE,0.026,0,0.033,0,0,
8719,NOOP,CREATE_DELETE,NOOP,UPDATE,[A -> C -> B|D],[A -> C -> B|D],[2; 1],0,0,TRUE,0.029,TRUE,0.029,0,0.032,0,0,
8974,NOOP,CREATE_DELETE,NOOP,UPDATE,[A -> B -> C|D],[A -> B -> C|D],[1; 1; 1],0.004,0,TRUE,0.021,TRUE,0.022,0,0.025,0,0,
9229,NOOP,CREATE_DELETE,NOOP,UPDATE,[A -> B|C -> D],[A -> B|C -> D],[1; 1; 1],0,0,TRUE,0.02,TRUE,0.021,0,0.027,0,0,
9484,NOOP,CREATE_DELETE,NOOP,UPDATE,[A -> B -> C|D],[A -> B -> C|D],[2; 1],0,0,TRUE,0.029,TRUE,0.032,0,0.043,0,0,
9739,NOOP,CREATE_DELETE,NOOP,UPDATE,[A -> B -> C -> D],[A -> B -> C -> D],[2; 1],0,0,TRUE,0.038,TRUE,0.041,0,0.065,0,0,
9994,NOOP,CREATE_DELETE,NOOP,UPDATE,[A -> B -> C|D],[A -> B -> C|D],[1; 1; 1],0,0,TRUE,0.022,TRUE,0.023,0,0.028,0,0,
10000,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1],0,0,TRUE,0.037,TRUE,0.037,0,0.064,0,0,
10255,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1],0,0,TRUE,0.022,TRUE,0.024,0,0.037,0,0,
1075,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[B -> A|C -> D],[B -> A|C -> D],[1; 1; 1; 1; 1],0,0,TRUE,0.024,TRUE,0.023,0,0.029,0,0,
1330,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A|B -> C|D],[A|B -> C|D],[2; 1; 1; 1],0,0,TRUE,0.045,TRUE,0.043,0,0.056,0,0,
1585,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A -> B|C -> D],[A -> B|C -> D],[1; 2; 1; 1],0,0,TRUE,0.047,TRUE,0.043,0,0.077,0,0,
1840,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A|B -> C -> D],[A|B -> C -> D],[1; 1; 1; 1; 1],0,0,TRUE,0.023,TRUE,0.017,0,0.026,0,0,
2095,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A|B -> C|D],[A|B -> C|D],[2; 1; 1; 1],0,0.004,TRUE,0.03,TRUE,0.029,0,0.041,0,0,
2350,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A|B -> C -> D],[A|B -> C -> D],[1; 1; 1; 1; 1],0.004,0,TRUE,0.024,TRUE,0.025,0,0.031,0,0,
2605,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A|B -> C|D],[A|B -> C|D],[2; 1; 1; 1],0,0,TRUE,0.052,TRUE,0.053,0,0.079,0,0,
2860,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A -> B|C -> D],[A -> B|C -> D],[1; 2; 1; 1],0,0,TRUE,0.05,TRUE,0.046,0,0.076,0,0,
310,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A|B -> C|D],[A|B -> C|D],[2; 2; 1],0,0,TRUE,0.112,TRUE,0.117,0,0.16,0,0,
3115,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A|B -> C|D],[A|B -> C|D],[2; 2; 1],0,0,TRUE,0.144,TRUE,0.16,0,0.248,0,0,
3370,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A|B -> C -> D],[A|B -> C -> D],[1; 1; 1; 1; 1],0,0,TRUE,0.023,TRUE,0.023,0,0.03,0,0,
3625,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A|B -> C|D],[A|B -> C|D],[2; 1; 1; 1],0,0,TRUE,0.033,TRUE,0.033,0,0.057,0,0,
3880,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A|B -> C -> D],[A|B -> C -> D],[1; 1; 1; 1; 1],0.004,0,TRUE,0.023,TRUE,0.025,0,0.037,0,0,
4135,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A|C -> B|D],[A|C -> B|D],[2; 3],0,0,TRUE,0.419,TRUE,0.448,0,0.68,0,0,
4390,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A -> B|C -> D],[A -> B|C -> D],[1; 2; 1; 1],0,0.004,TRUE,0.042,TRUE,0.045,0,0.076,0,0,
4645,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1],0.004,0,TRUE,0.024,TRUE,0.023,0,0.034,0,0,
4900,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1],0,0,TRUE,0.037,TRUE,0.037,0,0.059,0,0,
5155,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1],0,0,TRUE,0.025,TRUE,0.03,0,0.032,0,0,
5410,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A|C -> B|D],[A|C -> B|D],[2; 3],0,0,TRUE,0.591,TRUE,0.583,0,1.108,0,0,
55,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A|B|C -> D],[A|B|C -> D],[1; 2; 1; 1],0,0,TRUE,0.039,TRUE,0.039,0,0.058,0,0,
565,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[B -> A|C -> D],[B -> A|C -> D],[1; 1; 1; 1; 1],0,0,TRUE,0.022,TRUE,0.022,0,0.027,0,0,
5665,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A -> B|C -> D],[A -> B|C -> D],[1; 2; 1; 1],0.004,0,TRUE,0.047,TRUE,0.044,0,0.083,0,0,
5920,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A -> B -> C|D],[A -> B -> C|D],[2; 2; 1],0,0,TRUE,0.195,TRUE,0.193,0,0.353,0,0,
6175,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1],0.004,0,TRUE,0.023,TRUE,0.024,0,0.034,0,0,
6430,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1],0,0,TRUE,0.037,TRUE,0.037,0,0.063,0,0,
6685,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1],0,0,TRUE,0.022,TRUE,0.024,0,0.042,0,0,
6940,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A -> C -> B|D],[A -> C -> B|D],[2; 3],0,0,TRUE,0.76,TRUE,0.796,0,1.591,0,0,
7195,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1],0,0,TRUE,0.064,TRUE,0.062,0,0.103,0,0,
7450,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A -> B|C -> D],[A -> B|C -> D],[1; 2; 1; 1],0,0,TRUE,0.049,TRUE,0.049,0,0.098,0,0,
7705,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1],0,0,TRUE,0.023,TRUE,0.026,0,0.034,0,0,
7960,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1],0,0,TRUE,0.037,TRUE,0.04,0,0.063,0,0,
820,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A|B -> C|D],[A|B -> C|D],[2; 1; 1; 1],0,0,TRUE,0.03,TRUE,0.031,0,0.044,0,0,
8215,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1],0.004,0,TRUE,0.024,TRUE,0.025,0,0.037,0,0,
8470,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A -> B|C|D],[A -> B|C|D],[3; 2],0.004,0,TRUE,1.365,TRUE,1.335,0,2.338,0,0,
8725,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A -> C -> B|D],[A -> C -> B|D],[2; 3],0,0,TRUE,0.802,TRUE,0.783,0,1.609,0,0,
8980,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1],0.004,0,TRUE,0.065,TRUE,0.07,0,0.108,0,0,
9235,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A -> B|C -> D],[A -> B|C -> D],[1; 2; 1; 1],0,0,TRUE,0.055,TRUE,0.054,0,0.101,0,0,
9490,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A -> B -> C|D],[A -> B -> C|D],[2; 2; 1],0,0,TRUE,0.186,TRUE,0.193,0,0.359,0,0,
9745,NOOP,CREATE_DELETE,UPDATE,CREATE_DELETE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1],0.004,0.004,TRUE,0.023,TRUE,0.024,0,0.036,0,0,
10254,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1],0,0,TRUE,0.025,TRUE,0.025,0,0.037,0,0,
1074,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[B -> A|C -> D],[B -> A|C -> D],[1; 1; 1; 1; 1],0,0,TRUE,0.023,TRUE,0.023,0,0.028,0,0,
1329,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A|B -> C|D],[A|B -> C|D],[2; 1; 1; 1],0,0,TRUE,0.043,TRUE,0.043,0,0.056,0,0,
1584,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A -> B|C -> D],[A -> B|C -> D],[1; 2; 1; 1],0,0,TRUE,0.045,TRUE,0.046,0,0.078,0,0,
1839,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A|B -> C -> D],[A|B -> C -> D],[1; 1; 1; 1; 1],0,0,TRUE,0.025,TRUE,0.021,0,0.03,0,0,
2094,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A|B -> C|D],[A|B -> C|D],[2; 1; 1; 1],0,0.004,TRUE,0.03,TRUE,0.03,0,0.04,0,0,
2349,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A|B -> C -> D],[A|B -> C -> D],[1; 1; 1; 1; 1],0,0,TRUE,0.023,TRUE,0.024,0,0.031,0,0,
2604,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A|B -> C|D],[A|B -> C|D],[2; 1; 1; 1],0,0,TRUE,0.052,TRUE,0.051,0,0.079,0,0,
2859,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A -> B|C -> D],[A -> B|C -> D],[1; 2; 1; 1],0,0,TRUE,0.045,TRUE,0.046,0,0.078,0,0,
309,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A|B -> C|D],[A|B -> C|D],[2; 2; 1],0.004,0,TRUE,0.099,FALSE,0.021,1,0.09,1,0,
3114,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A|B -> C|D],[A|B -> C|D],[2; 2; 1],0,0,TRUE,0.127,FALSE,0.023,1,0.166,1,0,
3369,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A|B -> C -> D],[A|B -> C -> D],[1; 1; 1; 1; 1],0.004,0,TRUE,0.023,TRUE,0.023,0,0.03,0,0,
3624,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A|B -> C|D],[A|B -> C|D],[2; 1; 1; 1],0.004,0,TRUE,0.032,TRUE,0.031,0,0.05,0,0,
3879,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A|B -> C -> D],[A|B -> C -> D],[1; 1; 1; 1; 1],0.004,0,TRUE,0.023,TRUE,0.023,0,0.033,0,0,
4134,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A|C -> B|D],[A|C -> B|D],[2; 2; 1],0,0,TRUE,0.094,FALSE,0.023,1,0.082,1,0,
4389,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A -> B|C -> D],[A -> B|C -> D],[1; 2; 1; 1],0,0,TRUE,0.047,TRUE,0.047,0,0.08,0,0,
4644,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1],0,0,TRUE,0.024,TRUE,0.024,0,0.032,0,0,
4899,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1],0,0,TRUE,0.038,TRUE,0.038,0,0.061,0,0,
5154,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1],0,0,TRUE,0.025,TRUE,0.025,0,0.037,0,0,
54,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A|B|C -> D],[A|B|C -> D],[1; 2; 1; 1],0,0,TRUE,0.039,TRUE,0.038,0,0.057,0,0,
5409,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A|C -> B|D],[A|C -> B|D],[2; 2; 1],0,0,TRUE,0.122,FALSE,0.023,2,0.098,2,0,
564,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[B -> A|C -> D],[B -> A|C -> D],[1; 1; 1; 1; 1],0.004,0,TRUE,0.021,TRUE,0.021,0,0.029,0,0,
5664,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A -> B|C -> D],[A -> B|C -> D],[1; 2; 1; 1],0,0,TRUE,0.046,TRUE,0.046,0,0.076,0,0,
5919,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A -> B -> C|D],[A -> B -> C|D],[2; 2; 1],0.004,0,TRUE,0.145,FALSE,0.023,1,0.274,1,0,
6174,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1],0,0,TRUE,0.024,TRUE,0.023,0,0.035,0,0,
6429,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1],0,0,TRUE,0.039,TRUE,0.038,0,0.064,0,0,
6684,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1],0,0.004,TRUE,0.025,TRUE,0.022,0,0.035,0,0,
6939,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A -> C -> B|D],[A -> C -> B|D],[2; 2; 1],0,0,TRUE,0.16,FALSE,0.025,2,0.189,2,0,
7194,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1],0,0,TRUE,0.064,TRUE,0.065,0,0.11,0,0,
7449,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A -> B|C -> D],[A -> B|C -> D],[1; 2; 1; 1],0,0,TRUE,0.051,TRUE,0.05,0,0.097,0,0,
7704,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1],0.004,0,TRUE,0.023,TRUE,0.024,0,0.034,0,0,
7959,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1],0,0,TRUE,0.037,TRUE,0.037,0,0.063,0,0,
819,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A|B -> C|D],[A|B -> C|D],[2; 1; 1; 1],0,0,TRUE,0.03,TRUE,0.029,0,0.038,0,0,
8214,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1],0,0,TRUE,0.026,TRUE,0.025,0,0.036,0,0,
8469,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A -> B|C|D],[A -> B|C|D],[3; 2],0,0,TRUE,1.223,FALSE,0.024,1,1.553,1,0,
8724,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A -> C -> B|D],[A -> C -> B|D],[2; 2; 1],0,0,TRUE,0.161,FALSE,0.024,2,0.187,2,0,
8979,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1],0,0,TRUE,0.063,TRUE,0.064,0,0.107,0,0,
9234,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A -> B|C -> D],[A -> B|C -> D],[1; 2; 1; 1],0,0,TRUE,0.057,TRUE,0.067,0,0.096,0,0,
9489,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A -> B -> C|D],[A -> B -> C|D],[2; 2; 1],0,0,TRUE,0.172,FALSE,0.024,1,0.281,1,0,
9744,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1; 1; 1],0.004,0,TRUE,0.023,TRUE,0.023,0,0.034,0,0,
9999,NOOP,CREATE_DELETE,UPDATE,DELETE_CREATE,[A -> B -> C|D],[A -> B -> C|D],[2; 1; 1; 1],0,0,TRUE,0.037,TRUE,0.037,0,0.064,0,0,
10252,NOOP,CREATE_DELETE,UPDATE,NOOP,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1],0.004,0,TRUE,0.022,TRUE,0.024,0,0.031,0,0,
1072,NOOP,CREATE_DELETE,UPDATE,NOOP,[B -> A|C -> D],[B -> A|C -> D],[1; 1; 1],0.004,0,TRUE,0.02,TRUE,0.032,0,0.025,0,0,
1327,NOOP,CREATE_DELETE,UPDATE,NOOP,[A|B -> C|D],[A|B -> C|D],[2; 1],0.004,0,TRUE,0.025,TRUE,0.026,0,0.028,0,0,
1582,NOOP,CREATE_DELETE,UPDATE,NOOP,[A -> B|C -> D],[A -> B|C -> D],[2; 1],0,0,TRUE,0.03,TRUE,0.032,0,0.047,0,0,
1837,NOOP,CREATE_DELETE,UPDATE,NOOP,[A|B -> C -> D],[A|B -> C -> D],[1; 1; 1],0,0,TRUE,0.022,TRUE,0.021,0,0.028,0,0,
2092,NOOP,CREATE_DELETE,UPDATE,NOOP,[A|B -> C|D],[A|B -> C|D],[1; 1; 1],0,0,TRUE,0.022,TRUE,0.02,0,0.023,0,0,
2347,NOOP,CREATE_DELETE,UPDATE,NOOP,[A|B -> C -> D],[A|B -> C -> D],[1; 1; 1],0,0,TRUE,0.022,TRUE,0.021,0,0.028,0,0,
2602,NOOP,CREATE_DELETE,UPDATE,NOOP,[A|B -> C|D],[A|B -> C|D],[2; 1],0,0,TRUE,0.028,TRUE,0.028,0,0.034,0,0,
2857,NOOP,CREATE_DELETE,UPDATE,NOOP,[A -> B|C -> D],[A -> B|C -> D],[2; 1],0,0,TRUE,0.032,TRUE,0.032,0,0.048,0,0,
307,NOOP,CREATE_DELETE,UPDATE,NOOP,[A|B -> C|D],[A|B -> C|D],[1; 1; 1],0,0,TRUE,0.02,TRUE,0.02,0,0.021,0,0,
3112,NOOP,CREATE_DELETE,UPDATE,NOOP,[A|B -> C|D],[A|B -> C|D],[1; 1; 1],0.004,0,TRUE,0.02,TRUE,0.019,0,0.027,0,0,
3367,NOOP,CREATE_DELETE,UPDATE,NOOP,[A|B -> C -> D],[A|B -> C -> D],[1; 1; 1],0,0,TRUE,0.022,TRUE,0.023,0,0.028,0,0,
3622,NOOP,CREATE_DELETE,UPDATE,NOOP,[A|B -> C|D],[A|B -> C|D],[1; 1; 1],0.004,0,TRUE,0.021,TRUE,0.022,0,0.025,0,0,
3877,NOOP,CREATE_DELETE,UPDATE,NOOP,[A|B -> C -> D],[A|B -> C -> D],[1; 1; 1],0,0,TRUE,0.022,TRUE,0.021,0,0.027,0,0,
4132,NOOP,CREATE_DELETE,UPDATE,NOOP,[A|C -> B|D],[A|C -> B|D],[2; 1],0,0,TRUE,0.024,TRUE,0.025,0,0.029,0,0,
4387,NOOP,CREATE_DELETE,UPDATE,NOOP,[A -> B|C -> D],[A -> B|C -> D],[2; 1],0,0,TRUE,0.03,TRUE,0.032,0,0.047,0,0,
4642,NOOP,CREATE_DELETE,UPDATE,NOOP,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1],0.004,0,TRUE,0.022,TRUE,0.022,0,0.019,0,0,
4897,NOOP,CREATE_DELETE,UPDATE,NOOP,[A -> B -> C|D],[A -> B -> C|D],[1; 1; 1],0,0,TRUE,0.022,TRUE,0.022,0,0.027,0,0,
5152,NOOP,CREATE_DELETE,UPDATE,NOOP,[A -> B -> C -> D],[A -> B -> C -> D],[1; 1; 1],0,0,TRUE,0.023,TRUE,0.023,0,0.03,0,0,
52,NOOP,CREATE_DELETE,UPDATE,NOOP,[A|B|C -> D],[A|B|C -> D],[2; 1],0.004,0,TRUE,0.031,TRUE,0.025,0,0.038,0,0,
5407,NOOP,CREATE_DELETE,UPDATE,NOOP,[A|C -> B|D],[A|C -> B|D],[2; 1],0,0,TRUE,0.026,TRUE,0.027,0,0.035,0,0,
562,NOOP,CREATE_DELETE,UPDATE,NOOP,[B -> A|C -> D],[B -> A|C -> D],[1; 1; 1],0.004,0,TRUE,0.021,TRUE,0.021,0,0.025,0,0,
