Topology,Number of resources,Principal op,Principal op percentage,Top changes percentage,Mid op,Top op,Bot op,Target graph layers,State graph layers,Schedule stages,Schedule duration,Schedule trans. red. duration,Check NOT UNSTABLE result,Check NOT UNSTABLE duration,Check global STABLE result,Check global STABLE duration,Check deps STABLE result,Check deps STABLE duration,Check Static #Estables,Check Static duration,,,,,,,
diamond,20,UPDATE,0.4,,,CREATE_DELETE,UPDATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[2; 11; 3; 1],0.044,,,,FALSE,0.607,,,1,0,,,,,,,
diamond,20,UPDATE,0.4,,,DELETE_CREATE,CREATE_DELETE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[1; 17; 1; 1; 5; 1],0.044,,,,,,,,0,0,,,,,,,
diamond,20,UPDATE,0.4,,,DELETE_CREATE,DELETE_CREATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[2; 16; 11; 2],0.052,,,,,,,,0,0,,,,,,,
diamond,20,UPDATE,0.4,,,DELETE_CREATE,NOOP,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[6; 17; 2; 1],0.048,,,,FALSE,0.781,,,5,0,,,,,,,
diamond,20,UPDATE,0.4,,,DELETE_CREATE,UPDATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[3; 15; 6; 1],0.048,,,,FALSE,0.965,,,2,0,,,,,,,
diamond,20,UPDATE,0.4,,,NOOP,CREATE_DELETE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[17; 1; 1; 11],0.052,,,,,,,,0,0,,,,,,,
diamond,20,UPDATE,0.4,,,NOOP,DELETE_CREATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[15; 12; 4; 1],0.056,,,,,,,,0,0,,,,,,,
diamond,20,UPDATE,0.4,,,NOOP,NOOP,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[16; 5],0.044,,,,FALSE,0.82,,,2,0,,,,,,,
diamond,20,UPDATE,0.4,,,NOOP,UPDATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[16; 6; 1],0.048,,,,FALSE,0.699,,,4,0,,,,,,,
diamond,20,UPDATE,0.4,,,UPDATE,CREATE_DELETE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[1; 18; 1; 1; 11],0.052,,,,,,,,0,0,,,,,,,
diamond,20,UPDATE,0.4,,,UPDATE,DELETE_CREATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[2; 12; 5; 1],0.048,,,,,,,,0,0,,,,,,,
diamond,20,UPDATE,0.4,,,UPDATE,NOOP,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[3; 18; 8],0.052,,,,FALSE,1.351,,,2,0,,,,,,,
diamond,20,UPDATE,0.4,,,UPDATE,UPDATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[5; 15; 4],0.048,,,,FALSE,0.763,,,4,0,,,,,,,
diamond,20,UPDATE,0.7,,,CREATE_DELETE,CREATE_DELETE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[1; 17; 1; 1; 3; 1],0.044,,,,,,,,0,0,,,,,,,
diamond,20,UPDATE,0.7,,,CREATE_DELETE,DELETE_CREATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[2; 19; 5; 2],0.052,,,,,,,,0,0,,,,,,,
diamond,20,UPDATE,0.7,,,CREATE_DELETE,NOOP,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[5; 20],0.052,,,,FALSE,0.757,,,4,0,,,,,,,
diamond,20,UPDATE,0.7,,,CREATE_DELETE,UPDATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[5; 19; 2; 1],0.048,,,,FALSE,0.846,,,4,0,,,,,,,
diamond,20,UPDATE,0.7,,,DELETE_CREATE,CREATE_DELETE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[1; 18; 1; 1; 6; 1],0.052,,,,,,,,0,0,,,,,,,
diamond,20,UPDATE,0.7,,,DELETE_CREATE,DELETE_CREATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[2; 18; 2; 2],0.048,,,,,,,,0,0,,,,,,,
diamond,20,UPDATE,0.7,,,DELETE_CREATE,NOOP,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[4; 18; 3; 1],0.048,,,,FALSE,0.894,,,3,0,,,,,,,
diamond,20,UPDATE,0.7,,,DELETE_CREATE,UPDATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[4; 19; 4; 1],0.052,,,,FALSE,1.013,,,3,0,,,,,,,
diamond,20,UPDATE,0.7,,,NOOP,CREATE_DELETE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[18; 1; 1; 6],0.048,,,,,,,,0,0,,,,,,,
diamond,20,UPDATE,0.7,,,NOOP,DELETE_CREATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[20; 4],0.052,,,,,,,,0,0,,,,,,,
diamond,20,UPDATE,0.7,,,NOOP,NOOP,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[14; 1],0.048,,,,FALSE,0.557,,,1,0,,,,,,,
diamond,20,UPDATE,0.7,,,NOOP,UPDATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[18; 4],0.044,,,,,,,,0,0,,,,,,,
diamond,20,UPDATE,0.7,,,UPDATE,CREATE_DELETE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[1; 19; 1; 1; 5],0.048,,,,,,,,0,0,,,,,,,
diamond,20,UPDATE,0.7,,,UPDATE,DELETE_CREATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[2; 18; 5; 1],0.052,,,,,,,,0,0,,,,,,,
diamond,20,UPDATE,0.7,,,UPDATE,NOOP,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[3; 20; 5],0.048,,,,FALSE,1.244,,,2,0,,,,,,,
diamond,20,UPDATE,0.7,,,UPDATE,UPDATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[5; 19; 5],0.052,,,,FALSE,1.018,,,4,0,,,,,,,
diamond,20,NOOP,0.4,,,CREATE_DELETE,CREATE_DELETE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[1; 9; 1; 1; 5; 1],0.052,,,,,,,,0,0,,,,,,,
diamond,20,NOOP,0.4,,,CREATE_DELETE,DELETE_CREATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[2; 12; 10; 2],0.052,,,,,,,,0,0,,,,,,,
diamond,20,NOOP,0.4,,,CREATE_DELETE,NOOP,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[5; 10; 2; 1],0.048,,,,FALSE,0.459,,,4,0,,,,,,,
diamond,20,NOOP,0.4,,,CREATE_DELETE,UPDATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[4; 11; 5; 1],0.052,,,,FALSE,0.633,,,3,0,,,,,,,
diamond,20,NOOP,0.4,,,DELETE_CREATE,CREATE_DELETE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[1; 10; 1; 1; 5; 1],0.048,,,,,,,,0,0,,,,,,,
diamond,20,NOOP,0.4,,,DELETE_CREATE,DELETE_CREATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[2; 17; 10; 2],0.056,,,,,,,,0,0,,,,,,,
diamond,20,NOOP,0.4,,,DELETE_CREATE,NOOP,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[2; 9; 4; 1],0.048,,,,FALSE,0.576,,,1,0,,,,,,,
diamond,20,NOOP,0.4,,,DELETE_CREATE,UPDATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[4; 11; 3; 1],0.044,,,,FALSE,0.56,,,3,0,,,,,,,
diamond,20,NOOP,0.4,,,NOOP,CREATE_DELETE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[8; 1; 1; 4],0.048,,,,,,,,0,0,,,,,,,
diamond,20,NOOP,0.4,,,NOOP,DELETE_CREATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[8; 9; 5; 1],0.052,,,,,,,,0,0,,,,,,,
diamond,20,NOOP,0.4,,,NOOP,NOOP,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[14; 12],0.048,,,,FALSE,0.837,,,7,0,,,,,,,
diamond,20,NOOP,0.4,,,NOOP,UPDATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[7; 3; 1],0.048,,,,FALSE,0.353,,,1,0,,,,,,,
diamond,20,NOOP,0.4,,,UPDATE,CREATE_DELETE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[1; 12; 1; 1; 7],0.052,,,,,,,,0,0,,,,,,,
diamond,20,NOOP,0.4,,,UPDATE,DELETE_CREATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[2; 15; 13; 1],0.052,,,,,,,,0,0,,,,,,,
diamond,20,NOOP,0.4,,,UPDATE,NOOP,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[3; 13; 7],0.052,,,,FALSE,0.895,,,2,0,,,,,,,
diamond,20,NOOP,0.4,,,UPDATE,UPDATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[5; 12; 5],0.048,,,,FALSE,0.708,,,4,0,,,,,,,
diamond,20,NOOP,0.7,,,CREATE_DELETE,CREATE_DELETE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[1; 1; 1; 1; 1; 1],0.044,,TRUE,0.356,TRUE,0.352,0,2.737,0,0,,,,,,,
diamond,20,NOOP,0.7,,,CREATE_DELETE,DELETE_CREATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[2; 8; 5; 2],0.048,,,,,,,,0,0,,,,,,,
diamond,20,NOOP,0.7,,,CREATE_DELETE,NOOP,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[3; 7; 3; 1],0.052,,,,FALSE,0.41,,,2,0,,,,,,,
diamond,20,NOOP,0.7,,,CREATE_DELETE,UPDATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[3; 6; 5; 1],0.044,,,,FALSE,0.404,,,2,0,,,,,,,
diamond,20,NOOP,0.7,,,DELETE_CREATE,CREATE_DELETE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[1; 6; 1; 1; 4; 1],0.044,,,,,,,,0,0,,,,,,,
diamond,20,NOOP,0.7,,,DELETE_CREATE,DELETE_CREATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[2; 5; 3; 2],0.052,,,,,,,,0,0,,,,,,,
diamond,20,NOOP,0.7,,,DELETE_CREATE,NOOP,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[4; 9; 4; 1],0.048,,,,FALSE,0.496,,,3,0,,,,,,,
diamond,20,NOOP,0.7,,,DELETE_CREATE,UPDATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[2; 6; 4; 1],0.052,,,,FALSE,0.453,,,1,0,,,,,,,
diamond,20,NOOP,0.7,,,NOOP,CREATE_DELETE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[4; 1; 1; 1],0.048,,TRUE,716.727,TRUE,720.172,0,428.614,0,0,,,,,,,
diamond,20,NOOP,0.7,,,NOOP,DELETE_CREATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[4; 7; 6; 1],0.048,,,,,,,,0,0,,,,,,,
diamond,20,NOOP,0.7,,,NOOP,NOOP,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[6; 5],0.052,,,,FALSE,0.259,,,3,0,,,,,,,
diamond,20,NOOP,0.7,,,NOOP,UPDATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[2; 2; 1],0.052,,TRUE,17.208,FALSE,0.147,2,72.978,1,0,,,,,,,
diamond,20,NOOP,0.7,,,UPDATE,CREATE_DELETE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[1; 6; 1; 1; 3],0.048,,,,,,,,0,0,,,,,,,
diamond,20,NOOP,0.7,,,UPDATE,DELETE_CREATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[2; 7; 6; 1],0.052,,,,,,,,0,0,,,,,,,
diamond,20,NOOP,0.7,,,UPDATE,NOOP,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[5; 6; 1],0.044,,,,FALSE,0.274,,,4,0,,,,,,,
diamond,20,NOOP,0.7,,,UPDATE,UPDATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[4; 7; 3],0.048,,,,FALSE,0.387,,,3,0,,,,,,,
diamond,20,DELETE_CREATE,0.4,,,CREATE_DELETE,CREATE_DELETE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[1; 15; 1; 1; 10; 1],0.052,,,,,,,,0,0,,,,,,,
diamond,20,DELETE_CREATE,0.4,,,CREATE_DELETE,DELETE_CREATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[2; 20; 14; 2],0.056,,,,,,,,0,0,,,,,,,
diamond,20,DELETE_CREATE,0.4,,,CREATE_DELETE,NOOP,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[7; 16; 7; 1],0.048,,,,FALSE,1.007,,,6,0,,,,,,,
diamond,20,DELETE_CREATE,0.4,,,CREATE_DELETE,UPDATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[9; 15; 7; 1],0.056,,,,FALSE,0.823,,,8,0,,,,,,,
diamond,20,DELETE_CREATE,0.4,,,DELETE_CREATE,CREATE_DELETE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[1; 19; 1; 1; 14; 1],0.056,,,,,,,,0,0,,,,,,,
diamond,20,DELETE_CREATE,0.4,,,DELETE_CREATE,DELETE_CREATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[2; 20; 15; 2],0.056,,,,,,,,0,0,,,,,,,
diamond,20,DELETE_CREATE,0.4,,,DELETE_CREATE,NOOP,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[6; 15; 6; 1],0.052,,,,FALSE,0.873,,,5,0,,,,,,,
diamond,20,DELETE_CREATE,0.4,,,DELETE_CREATE,UPDATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[10; 18; 4; 1],0.056,,,,FALSE,0.837,,,9,0,,,,,,,
diamond,20,DELETE_CREATE,0.4,,,NOOP,CREATE_DELETE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[17; 1; 1; 13],0.052,,,,,,,,0,0,,,,,,,
diamond,20,DELETE_CREATE,0.4,,,NOOP,DELETE_CREATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[7; 13; 13; 1],0.06,,,,,,,,0,0,,,,,,,
diamond,20,DELETE_CREATE,0.4,,,NOOP,NOOP,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[17; 13],0.048,,,,FALSE,0.632,,,11,0,,,,,,,
diamond,20,DELETE_CREATE,0.4,,,NOOP,UPDATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[17; 13; 1],0.052,,,,FALSE,0.658,,,11,0,,,,,,,
diamond,20,DELETE_CREATE,0.4,,,UPDATE,CREATE_DELETE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[1; 15; 1; 1; 8],0.048,,,,,,,,0,0,,,,,,,
diamond,20,DELETE_CREATE,0.4,,,UPDATE,DELETE_CREATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[2; 15; 11; 1],0.052,,,,,,,,0,0,,,,,,,
diamond,20,DELETE_CREATE,0.4,,,UPDATE,NOOP,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[11; 16; 4],0.052,,,,FALSE,0.804,,,10,0,,,,,,,
diamond,20,DELETE_CREATE,0.4,,,UPDATE,UPDATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[10; 16; 3],0.052,,,,FALSE,0.661,,,9,0,,,,,,,
diamond,20,DELETE_CREATE,0.7,,,CREATE_DELETE,CREATE_DELETE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[1; 16; 1; 1; 16; 1],0.056,,,,,,,,0,0,,,,,,,
diamond,20,DELETE_CREATE,0.7,,,CREATE_DELETE,DELETE_CREATE,[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[0 -> 0|1|0|1|2|3|4|5|6|7|8|9|2|3|4|5|6|7|8|9 -> 0],[2; 18; 16; 2],0.052,,,,,,,,0,0,,,,,,,
